user_id,show_watched,duration_watched(minutes),date_watched (TIMESTAMP),gender,age,subscription_type,device_used,rating_given,location,watching_method,Month Name
1202,Stranger Things,29.83,01/01/2023 02:57,Female,46.0,Standard,TV,2.0,US,Started but didn't finish,Jan
5218,Black Mirror,44.25,01/01/2023 02:58,Female,44.0,Standard,Desktop,3.0,Australia,Watched weekly,Jan
9958,Black Mirror,98.73,01/01/2023 02:59,Female,15.0,Standard,Desktop,3.0,US,Watched weekly,Jan
5389,The Umbrella Academy,13.76,01/01/2023 03:00,Female,42.0,Standard,Desktop,3.0,Germany,Started but didn't finish,Jan
3327,BoJack Horseman,100.27,01/01/2023 03:01,Female,63.0,Standard,Tablet,3.0,UK,Watched daily,Jan
9004,Narcos,76.74,01/01/2023 03:02,Female,23.0,Basic,Mobile,3.0,Australia,Started but didn't finish,Jan
3931,The Crown,41.04,01/01/2023 03:03,Female,28.0,Basic,Mobile,2.0,Australia,Watched weekly,Jan
8777,Stranger Things,14.14,01/01/2023 03:04,Male,20.0,Standard,,4.0,Germany,Started but didn't finish,Jan
1197,BoJack Horseman,10.98,01/01/2023 03:05,Male,54.0,Standard,Tablet,4.0,Germany,Watched weekly,Jan
8125,House of Cards,40.26,01/01/2023 03:06,Male,69.0,Standard,Desktop,3.0,Canada,Watched weekly,Jan
2930,The Witcher,16.84,01/01/2023 03:07,Male,67.0,Standard,Mobile,5.0,UK,Binge-watched,Jan
7287,Narcos,32.13,01/01/2023 03:08,Male,33.0,Standard,TV,3.0,UK,Watched daily,Jan
9800,Narcos,6.35,01/01/2023 03:09,Female,20.0,Standard,Mobile,3.0,Australia,Watched weekly,Jan
5282,The Umbrella Academy,71.4,01/01/2023 03:10,Female,53.0,Basic,Tablet,1.0,UK,Watched daily,Jan
3511,The Witcher,17.43,01/01/2023 03:11,Female,75.0,Standard,TV,2.0,UK,Binge-watched,Jan
1659,The Witcher,90.81,01/01/2023 03:12,Female,54.0,Premium,Tablet,4.0,US,Watched daily,Jan
3811,The Crown,26.18,01/01/2023 03:13,Male,41.0,Premium,TV,2.0,France,Binge-watched,Jan
8098,Money Heist,95.76,01/01/2023 03:14,Male,26.0,,Tablet,1.0,Canada,Started but didn't finish,Jan
7546,House of Cards,22.79,01/01/2023 03:15,Female,63.0,Basic,Desktop,3.0,Canada,Watched weekly,Jan
2986,Ozark,86.56,01/01/2023 03:16,Male,19.0,Basic,Desktop,1.0,US,Watched weekly,Jan
9338,The Crown,39.97,01/01/2023 03:17,Female,15.0,Premium,Tablet,4.0,Germany,Watched daily,Jan
3911,The Crown,69.97,01/01/2023 03:18,Male,29.0,Standard,Tablet,4.0,France,Binge-watched,Jan
2734,Ozark,4.64,01/01/2023 03:19,Male,10.0,Basic,Mobile,3.0,Canada,Watched daily,Jan
2843,Stranger Things,,01/01/2023 03:20,Male,73.0,Standard,Mobile,4.0,Germany,Binge-watched,Jan
9680,The Witcher,17.84,01/01/2023 03:21,Female,10.0,Standard,TV,4.0,UK,Started but didn't finish,Jan
3976,The Crown,58.36,01/01/2023 03:22,Female,70.0,Premium,Tablet,2.0,Australia,Watched weekly,Jan
2959,Narcos,,01/01/2023 03:23,Female,10.0,Premium,Tablet,4.0,France,Watched weekly,Jan
6759,Stranger Things,52.45,01/01/2023 03:24,Female,55.0,Basic,Tablet,4.0,France,Started but didn't finish,Jan
7694,Narcos,13.27,01/01/2023 03:25,Female,69.0,Basic,Mobile,2.0,Australia,Binge-watched,Jan
3385,The Crown,26.39,01/01/2023 03:26,Female,52.0,Standard,Mobile,4.0,UK,Binge-watched,Jan
5736,Ozark,71.41,01/01/2023 03:27,Female,53.0,Basic,Desktop,4.0,Canada,Binge-watched,Jan
2802,The Witcher,117.2,01/01/2023 03:28,Male,47.0,Basic,TV,2.0,France,Watched weekly,Jan
9155,The Witcher,53.9,01/01/2023 03:29,Female,11.0,Premium,Mobile,3.0,US,Binge-watched,Jan
9120,The Umbrella Academy,82.46,01/01/2023 03:30,Female,21.0,Premium,TV,5.0,US,Started but didn't finish,Jan
7616,The Witcher,64.73,01/01/2023 03:31,Male,32.0,Standard,TV,1.0,US,Binge-watched,Jan
6534,Stranger Things,59.8,01/01/2023 03:32,Male,18.0,Premium,Mobile,2.0,Australia,Watched daily,Jan
5061,Black Mirror,7.76,01/01/2023 03:33,Male,17.0,Basic,Tablet,3.0,France,Binge-watched,Jan
1262,Black Mirror,17.32,01/01/2023 03:34,Male,59.0,Premium,Tablet,,Canada,Started but didn't finish,Jan
7287,Ozark,105.97,01/01/2023 03:35,Female,71.0,Standard,Desktop,2.0,Australia,Watched weekly,Jan
9815,Ozark,49.22,01/01/2023 03:36,Female,32.0,Premium,Tablet,5.0,Germany,Binge-watched,Jan
3049,House of Cards,,01/01/2023 03:37,Female,68.0,Basic,Tablet,3.0,Canada,Watched daily,Jan
6423,House of Cards,63.39,01/01/2023 03:38,Female,19.0,Premium,Mobile,3.0,Germany,Watched daily,Jan
5548,The Umbrella Academy,45.47,01/01/2023 03:39,Female,21.0,Premium,TV,,France,Started but didn't finish,Jan
4108,Stranger Things,46.54,01/01/2023 03:40,Male,71.0,Standard,Tablet,5.0,UK,Binge-watched,Jan
8158,Money Heist,66.66,01/01/2023 03:41,Female,39.0,Standard,,2.0,Germany,Binge-watched,Jan
8400,The Umbrella Academy,16.94,01/01/2023 03:42,Female,77.0,Premium,TV,2.0,Germany,Binge-watched,Jan
4170,The Umbrella Academy,46.47,01/01/2023 03:43,Female,56.0,Basic,Mobile,1.0,Canada,Watched daily,Jan
3255,Ozark,53.64,01/01/2023 03:44,Female,50.0,Basic,Tablet,3.0,France,Watched weekly,Jan
2154,Ozark,118.22,01/01/2023 03:45,Female,16.0,Basic,,3.0,Canada,Binge-watched,Jan
5499,Black Mirror,42.17,01/01/2023 03:46,Male,61.0,Standard,Mobile,3.0,France,Watched daily,Jan
7295,Stranger Things,77.35,01/01/2023 03:47,Female,54.0,Premium,Desktop,3.0,Germany,Watched weekly,Jan
7197,Ozark,16.49,01/01/2023 03:48,Female,47.0,Premium,TV,,UK,Started but didn't finish,Jan
2648,BoJack Horseman,7.86,01/01/2023 03:49,Female,45.0,Standard,TV,1.0,Australia,Started but didn't finish,Jan
6539,The Umbrella Academy,104.59,01/01/2023 03:50,Male,67.0,Premium,Tablet,3.0,France,Watched daily,Jan
5199,Stranger Things,87.69,01/01/2023 03:51,Male,55.0,Standard,Mobile,1.0,Germany,Watched daily,Jan
9445,Narcos,38.1,01/01/2023 03:52,Male,76.0,,Mobile,4.0,Australia,Binge-watched,Jan
3557,BoJack Horseman,60.55,01/01/2023 03:53,Female,74.0,Premium,Tablet,1.0,Australia,Started but didn't finish,Jan
6592,Narcos,16.29,01/01/2023 03:54,Male,27.0,Standard,Mobile,4.0,UK,Binge-watched,Jan
1098,Stranger Things,84.86,01/01/2023 03:55,Female,,Basic,Tablet,5.0,Canada,Binge-watched,Jan
3200,House of Cards,8.44,01/01/2023 03:56,Male,13.0,Basic,Desktop,,Canada,Started but didn't finish,Jan
3961,The Crown,90.84,01/01/2023 03:57,Male,51.0,Standard,,2.0,France,Started but didn't finish,Jan
5973,The Witcher,65.62,01/01/2023 03:58,Female,58.0,Premium,Desktop,,France,Started but didn't finish,Jan
5433,The Umbrella Academy,33.46,01/01/2023 03:59,Female,58.0,Basic,Mobile,3.0,France,Watched weekly,Jan
